"datetime","nee","temp","vpd","sw"
2019-01-03,0.277985609835598,0.575441666666667,0.316874423651893,127.203958333333
2019-01-04,0.205876620805245,3.58991875,0.355107756774947,128.400416666667
2019-01-05,0.168598388733359,7.14159166666667,0.466317653386966,129.189583333333
2019-01-06,0.737059210810277,10.0741479166667,0.517579033568411,60.1158333333333
2019-01-07,0.663848283502223,11.8356041666667,0.52010172388018,104.852083333333
2019-01-08,0.407997758629393,6.68427083333333,0.500303667497278,137.44625
2019-01-11,0.276731965159717,2.45618958333333,0.175128116658509,15.0114583333333
2019-01-13,0.309423792926347,-2.14710416666667,0.0292433314149396,41.4152083333333
2019-01-14,0.306066679736304,-2.53993125,0.00249545185529828,42.0829166666667
2019-01-19,0.176072463907574,-8.29231875,0.0195354324495958,131.118333333333
2019-01-21,0.0375244721285223,-5.4885375,0.0582691582626043,65.2283333333333
2019-01-25,0.173595667305071,-6.57002708333333,0.110479974348164,123.042083333333
2019-01-26,0.29718521118107,0.354427083333333,0.174380296569507,131.472916666667
2019-01-27,0.145866578563624,1.913525,0.153107380270513,107.730208333333
2019-01-28,0.313908541127464,2.2473125,0.2568847437868,109.4225
2019-01-29,0.225676900507102,-5.93848958333333,0.101574036342354,113.33125
2019-01-30,0.0598970984135023,-14.7019666666667,0.0615780626852182,110.695625
2019-01-31,0.0849496689844518,-9.45018333333333,0.124624885593835,143.300416666667
2019-02-01,0.0044698512060923,2.74138085106383,0.326488770135514,153.262340425532
2019-02-02,0.500953006972374,8.76295625,0.136687007797025,77.1977083333333
2019-02-03,0.690120732172068,14.1486833333333,0.363683082759869,119.306041666667
2019-02-04,0.878204709007006,2.76479375,0.156772547067348,144.691041666667
2019-02-05,0.235804078015531,-8.03874166666667,0.0374658873665438,34.598125
2019-02-08,0.0671267847724755,-11.7050604166667,0.102242803845607,185.24125
2019-02-09,0.114228448163561,-6.82338333333333,0.117237646050426,126.18625
2019-02-10,0.160301081629794,0.0118,0.0852917814695996,35.470625
2019-02-13,0.246543842118295,3.48613125,0.32435122797273,127.151666666667
2019-02-14,0.296006928282237,5.37510625,0.343994035159692,177.626875
2019-02-15,0.215253946844937,-9.00085208333333,0.0633181686198743,40.4208333333333
2019-02-19,0.205059888524128,-7.13140833333333,0.0434960442868753,66.6452083333333
2019-02-24,0.23197269539823,-4.06139791666667,0.109923374040877,208.785625
2019-02-26,0.110141801833298,-9.80774791666667,0.0367136647315827,69.1110416666667
2019-03-04,0.0548736072764879,-15.5879666666667,0.0604620975116969,249.665208333333
2019-03-05,0.144489787676595,-11.0034166666667,0.0932074479598048,246.425416666667
2019-03-06,0.0832130075335448,-5.71968125,0.152639928937275,159.450208333333
2019-03-07,0.134467087841206,0.577170833333333,0.23384375806524,184.051875
2019-03-12,0.460476535170299,8.33204583333333,0.194611897079818,63.2652083333333
2019-03-14,0.60482358582036,5.01119166666667,0.202462082085994,39.6835416666667
